SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMTSISCH	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-N7MT-0011-R3a-SM-2I3GC		D1, A1		6.4	Brain	Brain - Anterior cingulate cortex (BA24)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_3	02/17/2012	TrueSeq.v1	0.70153683	74480	0.8885884	1116	0.71287525	0.7775366	0.2501452	23524	0.6588099	0.8325033	76	22.59045	0.0028052665	153	33304268	59191914	0.11115037	9722707	83032644	11382900	0.6584288	135421	28422572	91067	0.051341016	0	0.111051895	0.46964923	0.55428654	38996215	0.003204345	11099667	7284728	11308343	142	11613235	7021649	0.003001632	11524462	49.808167	0.117095	0.72421366	742	0.3411902	50.46563
GTEX-N7MT-0011-R4a-SM-2AXVR		D1, A1		6.5	Brain	Brain - Amygdala		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R4a-SM-2I3G9		D1, A1		6.5	Brain	Brain - Amygdala		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_4	02/17/2012	TrueSeq.v1	0.73180866	61249	0.9496963	1247	0.742021	0.85545594	0.26809862	23624	0.5877726	0.7435713	76	20.978195	0.0034521853	146	25619377	60234135	0.05003583	7815766	81175784	9151076	0.6702187	136524	29005614	99542	0.050986335	0	0.09424045	0.4361396	0.6347662	35403978	0.0038133855	11155833	3417588	11732209	156	11976656	6171888	0.0036302998	11566163	49.128197	0.09628199	0.75223327	754	0.4122273	51.259117
GTEX-N7MT-0011-R5a-SM-2AXVM		D1, A1		7.4	Brain	Brain - Caudate (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R5a-SM-2I3G6		D1, A1		7.4	Brain	Brain - Caudate (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_4	04/02/2012	TrueSeq.v1	0.6361671	172880	0.944871	998	0.66155505	0.8367875	0.29639587	25669	0.68766207	0.78435	76	36.779316	0.0043349983	219	55610258	84000205	0.054766353	5959645	126973876	43101208	0.6636356	142060	39085013	75811	0.041347943	0	0.10808348	0.4549263	0.55358106	57763757	0.0056779324	15793199	15493336	16395222	213	17609279	10776153	0.0049806973	17245210	49.47773	0.046935994	0.68694293	816	0.3123379	50.935154
GTEX-N7MT-0011-R6a-SM-2I3G3		D1, A1		7.5	Brain	Brain - Nucleus accumbens (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_3	02/17/2012	TrueSeq.v1	0.8741067	99665	0.9616194	798	0.88338846	0.8634643	0.24916273	25124	0.7319104	0.78436345	76	59.521305	0.0028653173	287	64374591	82293849	0.038003158	4173994	93157034	9755668	0.6455018	140561	39697961	53998	0.028669393	0	0.098155074	0.6465612	0.7627744	60231725	0.0031664148	16369324	2936075	16661415	282	16943965	11296383	0.0030142842	16794275	49.778164	0.044806	0.8926703	872	0.2680896	50.442146
GTEX-N7MT-0011-R6a-SM-2IZIT		D1, A1		7.5	Brain	Brain - Nucleus accumbens (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTEx_Batch3Affy_Dec2011	01/13/2012	Affymetrix Expression																																													
GTEX-N7MT-0011-R7a-SM-2AXV9		D1, A1		7.3	Brain	Brain - Putamen (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R7a-SM-2I3FZ		D1, A1		7.3	Brain	Brain - Putamen (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_3	02/17/2012	TrueSeq.v1	0.78295505	82863	0.90272886	929	0.79469115	0.8021808	0.23110618	24548	0.6309296	0.7909487	76	45.706093	0.003122168	217	38691536	76909817	0.09702877	11679738	96779508	11712960	0.69101536	138279	37023186	68520	0.035088852	0	0.100548014	0.50139415	0.63748604	48524678	0.0034923106	13829577	7490438	14245493	226	14582162	8077251	0.003304506	14344469	49.58914	0.120684005	0.8064273	812	0.36907044	50.74072
GTEX-N7MT-0011-R8a-SM-2AXV2		D1, A1		5.3	Brain	Brain - Hypothalamus		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R8a-SM-2I5GU		D1, A1		5.3	Brain	Brain - Hypothalamus		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1168_5	04/02/2012	TrueSeq.v1	0.43450773	165708	0.9007886	1053	0.4951463	0.8050729	0.20866837	24949	0.51523346	0.8160778	76	41.368816	0.004631282	147	27604843	81431919	0.09901928	14800442	164460320	52271839	0.70591635	139467	34536307	84330	0.04467431	9577386	0.095715635	0.25511593	0.39862886	41956448	0.0072263456	13202062	14335312	13808902	150	15379707	7794187	0.005793148	15175939	49.66656	0.089994	0.49098152	770	0.48476657	51.12332
GTEX-N7MT-0126-SM-26GMB	1	D1	10x9 mm	9.1	Lung	Lung	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011			Tech Dev																																													
GTEX-N7MT-0126-SM-26GMS	1	D1	10x9 mm	9.1	Lung	Lung	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011			Tech Dev																																													
GTEX-N7MT-0126-SM-2D43B	1	D1	10x9 mm	9.1	Lung	Lung	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	GTEx_96Affy3_Oct2011	11/24/2011	Affymetrix Expression																																													
GTEX-N7MT-0126-SM-2D7VT	1	D1	10x9 mm	9.1	Lung	Lung	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-1010_1	10/30/2011	TrueSeq.v1	0.80057305	36305	0.9686739	735	0.81015384	0.7479029	0.27732345	23179	0.9081746	0.7313402	101	41.1218	0.0020540517	144	123752290	41722468	0.0308151	325991	51499442	4631710	0.55564827	135554	20034941	53970	0.029164255	0	0.220771	0.7357611	0.60591644	37891285	0.0024665976	8853730	1760070	8948728	135	9130547	9193886	0.0022578854	9100252	49.916912	0.0063299914	0.8197346	833	0.09182542	50.26681
GTEX-N7MT-0726-SM-3TW8S	0	D1	11x8 mm; atrophic endometrium, calcified arteries	5.5	Uterus	Uterus	8-11 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2622	01/26/2013	TrueSeq.v1	0.9149086	166434	0.9601033	645	0.9251272	0.7309808	0.2734993	25029	0.6913402	0.76605666	76	48.941334	0.0026766045	204	53662031	83681695	0.039663047	1488062	90454252	13232804	0.56457675	138001	40194924	43389	0.022761753	0	0.22912246	0.6395776	0.6762502	57852519	0.0028610993	17716101	5654416	17808372	197	18098075	12029855	0.0027678327	18208333	50.15184	0.01645099	0.9353459	887	0.3086598	50.12987
GTEX-N7MT-1026-SM-3TW8T	0	D1	16x6 mm; anterior and poasterior	6.5	Pituitary	Pituitary	8-11 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2622	01/26/2013	TrueSeq.v1	0.9222844	135688	0.94588786	686	0.9311726	0.7850235	0.30181018	26464	0.77038044	0.8213499	76	43.63745	0.002567402	295	85746447	90176005	0.053899948	2679018	96841340	12063418	0.63576734	143946	43528428	43532	0.021863697	0	0.16086437	0.71735716	0.73099244	69469834	0.0027722742	18333525	6544739	18487436	262	18782200	14158461	0.0026688601	18742752	49.947437	0.02766399	0.9400608	875	0.22961952	50.209
GTEX-N7MT-1126-SM-2QU53	0	D1	1, 6.6x3.6 mm	7.2	Brain	Brain - Cortex	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-N7MT-1126-SM-2YUNQ	0	D1	1, 6.6x3.6 mm	7.2	Brain	Brain - Cortex	8-11 hours	BP-16831	RNA isolation_Trizol Manual (Cell Pellet)	05/24/2011	LCSET-1433	06/09/2012	TrueSeq.v1	0.09892459	44346	0.92831624	3610	0.100227885	0.7898907	0.25510848	19613	0.7668841	0.7189848	76	4.0353503	0.0034911076	111	8956379	9784241	0.07144172	848415	97619956	12525552	0.84409684	117246	4460764	298007	0.15313344	0	0.13842556	0.07686317	0.07916907	7503379	0.0045632906	1876884	3340987	1935634	101	1990632	1165566	0.004020228	1923757	49.14578	0.008691	0.10153117	517	0.23311588	50.770485
GTEX-N7MT-1226-SM-26GMC	0	D1	1 piece 7.8x4 mm	9.5	Brain	Brain - Cerebellum	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011			Tech Dev																																													
GTEX-N7MT-1226-SM-26GMT	0	D1	1 piece 7.8x4 mm	9.5	Brain	Brain - Cerebellum	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011			Tech Dev																																													
GTEX-N7MT-1226-SM-2D7W4	0	D1	1 piece 7.8x4 mm	9.5	Brain	Brain - Cerebellum	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-1010_1	10/30/2011	TrueSeq.v1																																													
GTEX-N7MT-1226-SM-2TC6K	0	D1	1 piece 7.8x4 mm	9.5	Brain	Brain - Cerebellum	8-11 hours	BP-16831	RNA isolation_Trizol Manual (Cell Pellet)	05/24/2011	LCSET-1477	05/27/2012	TrueSeq.v1	0.53381485	170213	0.9340183	787	0.5739248	0.7096617	0.3048551	23794	0.8247573	0.76418734	76	30.813963	0.003991774	113	72765171	47687397	0.06567956	1840941	83089976	24307832	0.58829916	133472	21378952	52815	0.028239662	0	0.22435662	0.47334865	0.40729246	39330526	0.008450206	8868690	5654509	9137914	103	10366076	5268593	0.006065197	10327045	49.905693	0.022155995	0.6140347	853	0.17524277	50.74757
GTEX-N7MT-1326-SM-2AXUA	0	D1	Fatty infiltration of myocardium; 1 piece 12x5 mm	7.9	Heart	Heart - Left Ventricle	4-7 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-1326-SM-2I3FV	0	D1	Fatty infiltration of myocardium; 1 piece 12x5 mm	7.9	Heart	Heart - Left Ventricle	4-7 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-1167_4	02/17/2012	TrueSeq.v1	0.70887786	32811	0.96676683	1617	0.7194869	0.87852114	0.23632203	20477	0.32486272	0.79778236	76	12.544868	0.0048921644	120	9676571	57538174	0.033188175	5938176	79971130	8836692	0.69508314	122003	27787449	115479	0.058925435	0	0.08824573	0.23373446	0.6320844	18692008	0.0052426727	9049486	2228541	9959182	146	10132082	2251544	0.0050648344	9485891	48.353065	0.074254	0.7300958	675	0.6751373	52.392845
GTEX-N7MT-1426-SM-3LK5M	0	D1	3 pieces 8x1.5 mm; punctate medial calcification	8.9	Blood Vessel	Artery - Aorta	4-7 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.8848447	100677	0.9637199	771	0.8928129	0.79142517	0.30376056	23913	0.63093096	0.74904937	76	43.344578	0.0024161127	204	36442172	72742642	0.03601189	1538507	81475794	7954058	0.5932845	135523	35026810	50585	0.028926658	0	0.17229472	0.5633033	0.70659465	45895583	0.0026949144	15199683	3992745	15365010	180	15556016	11997269	0.0025542693	15559407	50.005447	0.018882995	0.90078115	847	0.3690691	50.270454
GTEX-N7MT-1626-SM-3LK71	1	D1	10x8 mm; good parenchymal preservation; autolysis of ducts; ~10% of aliquot is adipose	5.2	Pancreas	Pancreas	4-7 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.80682456	107557	0.9444839	1092	0.81564295	0.7767774	0.26389608	24506	0.3250005	0.74367803	76	22.142212	0.0027296112	195	13276652	78779958	0.055413786	2805736	96586330	10258800	0.63435847	136564	37785903	74853	0.039538633	0	0.16770647	0.26508436	0.633573	25603526	0.0030094984	16469659	6227578	16905381	182	17068568	12852075	0.0028680419	17019491	49.928017	0.029048998	0.82446134	801	0.6749995	50.652763
GTEX-N7MT-1926-SM-3LK5N	0	D1	3 pieces, 9x4.8 mm;	9.5	Vagina	Vagina	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.914649	126477	0.9640298	883	0.9232757	0.73490214	0.34868625	24455	0.6726418	0.78733325	76	26.456814	0.0024472063	181	43358878	73146577	0.035786882	1573964	79225062	7972296	0.57763964	137276	35152348	63358	0.033957023	0	0.22912768	0.62103385	0.6785173	49201445	0.0027476265	15502527	4407900	15731707	166	15923452	11136937	0.002596013	15897372	49.959023	0.019866996	0.93190247	853	0.32735822	50.36687
GTEX-NFK9-0004-SM-2BWYG		C1			Blood	Whole Blood	0-3 hours	BP-16974	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	06/01/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array																																													
GTEX-NFK9-0004-SM-2XK1E		C1			Blood	Whole Blood	0-3 hours	BP-16974	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	06/01/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-NFK9-0006-SM-3GACS		C1		7	Blood	Whole Blood	0-3 hours	BP-16997	RNA isolation_PAXgene Blood RNA (Manual)	06/02/2011	LCSET-2014	09/08/2012	TrueSeq.v1	0.8140922	32801	0.9385849	1305	0.8397786	0.9019481	0.25732666	18583	0.21224417	0.6630881	76	22.791449	0.0025869254	130	6303241	60017968	0.061345264	4460867	71468798	10794048	0.64749813	111145	28496543	101465	0.06354482	0	0.036636878	0.17823811	0.7574367	12738464	0.006012006	12788691	14629032	13418562	138	13954829	14442322	0.0042470843	13883106	49.871178	0.062416986	0.865465	732	0.78775585	51.201714
GTEX-NFK9-0126-SM-3LK5H	1	C1	Mild autolysis	8.7	Testis	Testis	0-3 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.7300299	121402	0.9346847	911	0.7357783	0.7894101	0.32912713	31593	0.7500932	0.78159875	76	31.565207	0.0026746227	171	57074682	67535543	0.06509797	2203460	91787908	10438368	0.64968526	154865	32530866	55505	0.028165963	0	0.14527464	0.55190223	0.58083075	50657954	0.003002574	13774937	5357016	13981324	156	14105583	10667415	0.0028373173	14087925	49.96868	0.024005996	0.74152666	867	0.24990675	50.371784
GTEX-NFK9-0226-SM-2AXU5	0	C1	OK for anlysis	9.6	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-NFK9-0226-SM-2HMKQ	0	C1	OK for anlysis	9.6	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-1156_2	02/15/2012	TrueSeq.v1	0.64477575	114445	0.9692977	880	0.674116	0.8513474	0.27752155	23808	0.7076956	0.7661204	76	46.44089	0.0029237987	174	47923423	65779185	0.030548206	1007497	97578428	14459440	0.63626176	135661	30633447	62590	0.03481096	0	0.11795035	0.47706896	0.5739069	46551638	0.0050185397	12859184	4025114	13113643	152	14252786	11129786	0.0039255833	14098413	49.727745	0.010324997	0.7034563	836	0.29230446	50.489857
GTEX-NFK9-0326-SM-3MJGV	0	C1	OK for analysis	8.7	Adipose Tissue	Adipose - Subcutaneous	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-2269	11/19/2012	TrueSeq.v1	0.8717146	131123	0.9600701	811	0.8879683	0.80875355	0.33942693	24511	0.69244576	0.7094134	76	39.400898	0.0028167893	237	59086325	90205419	0.039631546	2166328	101586308	16876790	0.5762348	137591	43203304	57618	0.029727766	0	0.15131651	0.61486983	0.7181475	62462356	0.003328223	18542547	5440305	19009429	235	19564388	14779060	0.0030678255	19383061	49.767216	0.021325001	0.9042221	859	0.3075543	50.621647
GTEX-NFK9-0426-SM-2QU4B	0	C1	OK for analysis	9.5	Nerve	Nerve - Tibial	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-NFK9-0426-SM-2YUNK	0	C1	OK for analysis	9.5	Nerve	Nerve - Tibial	4-7 hours	BP-16993	RNA isolation_Trizol Manual (Cell Pellet)	06/02/2011	LCSET-1433	06/09/2012	TrueSeq.v1	0.7525876	99630	0.9678862	973	0.7600665	0.8045743	0.31871915	23952	0.785367	0.7447524	76	33.329056	0.0023317735	174	69193808	65891040	0.031833235	507143	86691150	8086602	0.61817116	136149	31564980	72971	0.037640247	0	0.16331185	0.59693116	0.61153	51748650	0.0025724059	13823750	2575424	13939297	160	14237496	11103867	0.002450906	14083315	49.727795	0.005849997	0.76754534	824	0.21463297	50.208096
GTEX-NFK9-0526-SM-2QU51	0	C1	OK for analysis	9.7	Blood Vessel	Artery - Tibial	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-NFK9-0526-SM-2YUNL	0	C1	OK for analysis	9.7	Blood Vessel	Artery - Tibial	4-7 hours	BP-16993	RNA isolation_Trizol Manual (Cell Pellet)	06/02/2011	LCSET-1433	06/09/2012	TrueSeq.v1	0.77192026	123901	0.97826505	1191	0.7783503	0.89087194	0.29369187	21913	0.77494216	0.7110255	76	30.51023	0.002272259	185	60124737	60366184	0.021326344	392048	77556578	9674394	0.644509	130391	29070035	95987	0.049019404	0	0.08739307	0.6031765	0.69341046	46780300	0.002499448	12357315	3066632	12554995	158	12780604	12721926	0.0023849152	12541849	49.528576	0.0050549936	0.7847803	787	0.22505786	50.39675
GTEX-NFK9-0626-SM-2AXU6	0	C1	OK for analysis	9.9	Muscle	Muscle - Skeletal	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-NFK9-0626-SM-2HMIV	0	C1	OK for analysis	9.9	Muscle	Muscle - Skeletal	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-1156_1	02/15/2012	TrueSeq.v1	0.81195086	69505	0.98102725	1248	0.8471611	0.93920153	0.27136377	20776	0.5755156	0.75896287	76	35.308224	0.0031724544	247	36976685	87608233	0.018830571	2238290	103413896	13873788	0.6894497	123380	41113888	112535	0.064374395	0	0.041825727	0.4875545	0.795655	50419908	0.005246388	16958063	2573187	17235976	228	18643412	18381803	0.004166322	18547869	49.87155	0.021643996	0.8823714	791	0.42448434	50.406372
GTEX-NFK9-0726-SM-2AXU7	1	C1	OK for analysis	8.8	Thyroid	Thyroid	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-NFK9-0726-SM-2HMJW	1	C1	OK for analysis	8.8	Thyroid	Thyroid	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-1156_1	02/15/2012	TrueSeq.v1	0.80718964	136493	0.95978755	748	0.84091234	0.7601395	0.29742005	25184	0.755231	0.8052553	76	43.50806	0.0030790924	191	83910701	90938363	0.040029872	1335127	108142496	15141890	0.6322305	138799	42448483	54287	0.030692749	0	0.19964802	0.6350831	0.6392107	68679475	0.005117082	17730371	5022184	18047653	188	19458836	12419538	0.004057223	19320977	49.82225	0.012345998	0.87463504	858	0.24476896	50.4434
GTEX-NFK9-0926-SM-2AXU8	0	C1	minimal interstitial fibrosis	9.4	Heart	Heart - Left Ventricle	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-NFK9-0926-SM-2HMJU	0	C1	minimal interstitial fibrosis	9.4	Heart	Heart - Left Ventricle	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-1156_1	02/15/2012	TrueSeq.v1	0.78448385	57702	0.9779666	1046	0.8186842	0.89579594	0.28711075	22394	0.4639165	0.73815185	76	31.119537	0.00453882	215	25934349	93559337	0.021890868	5233458	114280124	15863864	0.63957727	130719	43909074	72412	0.040388107	0	0.082170606	0.37980112	0.733374	43403719	0.0064907805	15731261	2418417	16593728	235	17895372	11240936	0.005474029	17353761	49.231735	0.045794997	0.8528846	819	0.5360835	51.334057
GTEX-NFK9-1026-SM-2AXU9	1	C1	mild congestion with atalectasis	7.6	Lung	Lung	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-NFK9-1026-SM-2HMK1	1	C1	mild congestion with atalectasis	7.6	Lung	Lung	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-1156_2	02/15/2012	TrueSeq.v1	0.7734897	108256	0.968173	601	0.80798995	0.787789	0.29293436	25506	0.7882944	0.72248024	76	58.570877	0.0028225556	189	95791701	83333912	0.031348474	670083	103137314	14345410	0.5741284	141350	38748872	37046	0.020406555	0	0.18038414	0.636934	0.6365256	65691658	0.004889235	16840813	3844033	17161038	173	18603799	13170750	0.0038117727	18442102	49.78176	0.006496999	0.8424902	872	0.21170558	50.470894
GTEX-NFK9-1126-SM-3LK78	1	C1	OK for analysis	9.5	Esophagus	Esophagus - Mucosa	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.91447043	75294	0.9198283	1214	0.9228585	0.8062101	0.31354898	22892	0.6172055	0.6738719	76	20.570822	0.0025716992	154	26913375	56500438	0.08001701	4356343	61223300	5859388	0.6123014	132344	27329376	88979	0.043157823	0	0.113618284	0.56959337	0.7440178	34872384	0.0028796138	11367302	6048381	11573704	134	11667356	10341627	0.002724257	11681546	50.030388	0.07115498	0.9312465	794	0.38279444	50.449852
GTEX-NFK9-1226-SM-3LK79	1	C1	OK for analysis	9.1	Esophagus	Esophagus - Muscularis	4-7 hours	BP-16994	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.80530316	89834	0.96131295	822	0.8127701	0.8676463	0.31289208	23156	0.647965	0.6994826	76	48.312447	0.0024777644	200	37969117	70533116	0.038434286	2159375	86781144	8191972	0.5826183	134532	34134375	58471	0.031694658	0	0.093666576	0.5266466	0.705197	45702997	0.0027972497	14264319	4225456	14530484	193	14688862	12068461	0.0026360396	14631354	49.901928	0.024882998	0.820237	853	0.3520349	50.462173
GTEX-NFK9-1326-SM-3LK5I	1	C1	OK for analysis	9.3	Blood Vessel	Artery - Aorta	4-7 hours	BP-16994	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.9267155	102253	0.9590087	903	0.9349942	0.90095276	0.3172212	22459	0.6105049	0.6696779	76	60.564144	0.0023756318	256	39813850	85040628	0.040609933	2964343	90953102	8101142	0.57174575	132555	41246199	61238	0.037453678	0	0.058055937	0.57081854	0.8423856	51917720	0.002684411	17372104	5057513	17643552	241	17835496	18492613	0.0025286544	17802840	49.954185	0.032591995	0.943273	820	0.3894951	50.387608
GTEX-NFK9-1526-SM-3LK7B	1	C1	Remarkably well preserved; single focus lymphocytic gastritis	9.5	Stomach	Stomach	4-7 hours	BP-16994	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.9070157	86999	0.95825183	991	0.9153372	0.86176705	0.31403792	24127	0.4783258	0.75565106	76	31.13251	0.0026170672	285	28143170	97096142	0.041574195	4337272	106076910	9313202	0.61108506	137905	47138541	76265	0.037153415	0	0.09648476	0.4378294	0.78880745	46443592	0.0029495086	20896241	25059999	21374189	258	21591691	20266893	0.0027817767	21438256	49.821712	0.040887993	0.9236587	844	0.5216742	50.56534
