/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_brain_out/counts_brain_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_heart_out/counts_heart_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_kidney_out/counts_kidney_tophat_htseq.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_brain_out/count_brain.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_heart_out/count_heart.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_kidney_out/count_kidney.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030882_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030886_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030885_tophat_output/count.txt	/proj/b2010078/PublicDataProject/HPA/count_brain_3b.txt	/proj/b2010078/PublicDataProject/HPA/count_heart_6a.txt	/proj/b2010078/PublicDataProject/HPA/count_kidney_a.txt	/proj/b2010078/PublicDataProject/Wang/brain_counts.txt	/proj/b2010078/PublicDataProject/Wang/heart_counts.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/count_brain.txt
ENSG00000228411	0	0	0	2	0	3	0	6	0	0	0	0	1	0
ENSG00000228412	2	0	0	1	0	0	22	1	21	21	7	3	0	0
ENSG00000228413	0	1	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000228414	3	0	0	1	0	0	19	0	0	9	0	1	3	0
ENSG00000228415	0	2	1	1	1	1	29	4	28	2	0	0	2	0
ENSG00000228417	0	0	0	0	0	0	1	0	0	1	0	0	1	0
ENSG00000228418	0	0	2	0	0	0	0	1	0	6	3	4	0	0
ENSG00000228420	0	0	1	0	0	1	0	0	3	1	0	1	0	0
ENSG00000228421	0	1	1	1	0	0	10	0	10	14	3	0	0	0
ENSG00000228422	0	0	0	0	5	0	6	1	1	0	0	0	2	1
ENSG00000228423	3	0	0	2	2	11	6	2	1	0	0	0	0	0
ENSG00000228425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228427	3	0	0	13	5	11	20	12	43	2	3	1	1	1
ENSG00000228429	0	1	0	1	1	0	17	18	21	0	0	0	2	2
ENSG00000228430	0	0	0	5	7	1	10	0	0	2	0	0	1	0
ENSG00000228431	0	1	0	0	1	6	7	4	1	0	2	0	0	0
ENSG00000228432	1	0	0	0	0	0	3	0	0	4	0	0	0	0
ENSG00000228433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228434	75	49	39	147	161	373	392	183	299	57	5	21	48	20
ENSG00000228435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228436	8	12	8	128	114	79	17	53	19	15	30	8	5	10
ENSG00000228437	0	0	0	0	0	0	9	2	1	0	0	0	1	0
ENSG00000228438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228439	8	0	6	3	0	8	123	73	202	23	10	15	7	8
ENSG00000228440	3	0	0	1	0	1	37	0	0	0	0	0	0	2
ENSG00000228444	7	1	5	15	9	15	27	6	60	13	2	6	5	2
ENSG00000228445	0	0	0	0	0	17	0	0	10	0	0	0	0	0
ENSG00000228446	1	1	2	23	11	32	32	18	8	11	2	0	3	0
ENSG00000228448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228451	27	19	8	47	74	37	170	417	83	74	103	31	7	31
ENSG00000228452	20	4	4	72	17	8	146	92	80	66	26	10	10	6
ENSG00000228453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228459	6	0	0	7	0	0	8	0	0	13	0	0	4	0
ENSG00000228460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228463	68	20	25	5	3	8	225	51	38	122	70	21	9	0
ENSG00000228464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228466	0	0	0	1	0	0	2	0	0	0	0	0	74	3
ENSG00000228467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228470	2	0	0	0	0	1	11	9	14	0	2	3	0	0
ENSG00000228471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228474	409	1444	1057	107	169	76	558	2871	2363	393	648	707	214	771
ENSG00000228476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228477	10	1	2	1	0	0	9	0	39	26	1	0	0	2
ENSG00000228478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228481	1	0	1	5	5	8	4	2	10	0	0	0	0	0
ENSG00000228482	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228484	13	4	1	37	3	17	582	24	60	74	5	4	21	1
ENSG00000228485	0	3	0	1	11	3	1	12	6	0	2	0	0	0
ENSG00000228486	46	24	18	23	10	29	182	61	168	113	23	8	9	10
ENSG00000228487	2	5	1	0	0	0	52	7	23	27	6	4	4	0
ENSG00000228488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228489	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000228490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228492	54	98	49	16	19	45	94	218	467	93	69	46	8	6
ENSG00000228494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228495	1	1	0	4	1	0	15	11	7	2	1	0	2	2
ENSG00000228496	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228499	0	0	0	9	2	4	1	3	4	0	0	0	2	2
ENSG00000228501	1	3	1	6	0	3	5	3	3	0	0	0	2	5
ENSG00000228502	7	15	26	3	4	2	42	5	108	12	0	13	9	1
ENSG00000228503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228504	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000228505	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000228506	25	12	26	4	1	14	135	98	169	158	23	26	1	5
ENSG00000228507	0	0	0	0	0	0	0	2	0	6	0	3	0	1
ENSG00000228509	1	1	1	2	3	4	3	5	0	0	14	17	0	2
ENSG00000228510	9	1	0	0	0	3	47	0	0	15	0	0	2	0
ENSG00000228512	1	0	0	1	0	0	9	0	0	4	2	1	1	1
ENSG00000228513	0	1	0	0	1	6	2	6	11	0	0	0	0	0
ENSG00000228515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228519	0	0	0	0	0	0	0	19	9	0	0	0	1	0
ENSG00000228520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228521	0	0	1	0	0	0	0	0	8	0	0	8	0	0
ENSG00000228522	1	8	0	0	1	1	3	71	6	0	1	0	0	1
ENSG00000228523	0	0	0	1	0	0	0	0	0	0	0	0	1	1
ENSG00000228524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228525	0	2	0	0	3	2	2	6	0	0	0	0	0	0
ENSG00000228526	2	0	2	0	1	0	2	3	0	0	0	0	0	5
ENSG00000228527	0	0	0	2	0	0	19	0	17	0	0	1	2	1
ENSG00000228528	7	0	0	4	0	0	17	0	10	42	0	0	3	0
ENSG00000228530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228532	0	0	0	0	0	0	17	2	3	0	0	0	0	1
ENSG00000228534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228536	0	1	8	0	0	7	2	38	39	0	1	17	0	1
ENSG00000228537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228539	1	1	0	0	7	5	4	11	0	0	0	0	0	0
ENSG00000228540	0	0	1	0	1	0	2	0	0	2	0	0	0	0
ENSG00000228541	2	0	1	0	0	1	18	0	0	0	0	1	3	0
ENSG00000228543	31	0	0	30	0	0	34	5	0	9	0	0	12	0
ENSG00000228544	21	16	67	0	0	5	31	11	61	40	16	94	2	6
ENSG00000228546	5	8	4	2	0	1	60	15	12	21	11	11	31	6
ENSG00000228547	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228548	0	0	0	3	1	7	7	6	10	0	0	0	0	0
ENSG00000228549	17	2	14	4	3	8	71	30	76	6	4	72	3	5
ENSG00000228550	0	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000228551	0	0	0	3	2	8	1	0	0	0	0	0	1	0
ENSG00000228553	0	0	0	0	3	1	1	2	0	0	0	0	2	0
ENSG00000228554	0	2	0	3	6	8	30	4	0	3	0	0	0	0
ENSG00000228557	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228559	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228560	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000228561	0	0	2	0	0	0	0	0	0	0	0	1	0	0
ENSG00000228563	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000228564	0	0	0	0	0	0	2	0	3	0	0	0	1	0
ENSG00000228566	0	0	0	0	0	0	1	2	0	2	0	1	2	0
ENSG00000228567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228568	0	0	0	3	0	1	0	5	0	1	0	0	1	1
ENSG00000228569	1	0	3	0	0	2	7	0	0	2	0	0	0	0
ENSG00000228570	2	4	1	0	0	0	5	0	0	0	1	1	0	0
ENSG00000228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228573	0	0	0	0	2	2	0	0	0	0	0	0	1	0
ENSG00000228575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228577	1	5	0	2	1	0	22	21	0	7	0	0	0	0
ENSG00000228578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228589	1	0	1	0	0	0	33	204	94	34	15	8	2	5
ENSG00000228590	0	6	0	0	0	0	0	11	0	0	11	0	0	3
ENSG00000228592	3	0	0	3	0	4	3	0	10	15	0	0	1	2
ENSG00000228593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228594	446	42	97	12	0	5	341	115	292	131	10	54	170	39
ENSG00000228595	0	0	0	4	0	1	0	0	0	0	0	0	0	0
ENSG00000228596	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000228597	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000228598	0	0	3	0	2	18	1	0	17	0	0	0	0	1
ENSG00000228599	0	2	0	13	4	5	1	0	1	0	0	0	2	1
ENSG00000228600	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000228601	1	0	1	0	0	0	6	3	5	3	0	1	1	0
ENSG00000228604	0	0	1	5	4	7	6	2	3	1	1	0	0	0
ENSG00000228605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228606	5	7	1	0	2	2	18	12	5	20	4	3	0	3
ENSG00000228607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228609	9	21	9	6	14	27	145	289	314	22	15	16	15	7
ENSG00000228610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228611	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228612	0	0	0	0	0	0	1	14	0	0	0	0	0	0
ENSG00000228613	2	1	0	0	2	3	0	7	3	0	2	0	0	0
ENSG00000228614	1	0	0	3	0	0	0	0	14	4	1	2	0	0
ENSG00000228615	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228616	0	0	0	0	0	0	1	0	0	0	0	2	0	0
ENSG00000228617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228618	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228620	0	0	8	0	0	0	0	2	0	0	0	3	0	1
ENSG00000228622	1	0	0	0	0	0	4	3	0	0	0	0	0	0
ENSG00000228623	76	31	10	307	141	97	366	524	215	281	68	62	25	29
ENSG00000228624	25	1	1	55	10	22	244	15	13	82	3	1	20	2
ENSG00000228625	1	1	0	7	36	24	7	0	0	0	0	0	0	2
ENSG00000228626	0	0	0	0	0	0	6	0	0	0	0	0	1	0
ENSG00000228627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228629	0	0	1	2	2	0	0	0	0	2	0	0	0	0
ENSG00000228630	0	0	2	0	0	9	0	0	50	0	0	4	0	0
ENSG00000228634	1	3	0	15	14	8	16	12	13	1	0	1	1	0
ENSG00000228635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228636	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000228638	31	18	40	17	33	36	225	207	393	128	51	59	8	5
ENSG00000228639	0	0	0	3	0	0	1	0	2	1	0	1	0	0
ENSG00000228643	1	0	2	0	4	6	12	12	49	3	0	9	0	0
ENSG00000228645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228648	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228649	0	9	1	7	25	8	31	167	31	5	24	7	1	16
ENSG00000228650	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000228651	1	0	0	1	0	0	7	0	13	9	0	0	0	0
ENSG00000228652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228653	6	22	0	18	3	6	101	47	57	26	13	4	5	2
ENSG00000228655	0	0	0	15	1	0	10	0	0	0	1	0	0	0
ENSG00000228656	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228657	0	0	0	0	0	0	6	1	5	0	0	0	1	0
ENSG00000228658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228659	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228661	16	3	1	1	1	0	8	4	4	1	0	0	6	3
ENSG00000228662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228663	3	3	5	11	2	7	25	13	18	0	0	4	0	0
ENSG00000228664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228665	1	0	2	0	0	1	0	1	3	1	0	0	6	4
ENSG00000228666	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000228667	0	0	0	0	0	0	1	0	0	4	0	0	1	0
ENSG00000228668	0	0	0	0	0	2	0	0	10	0	1	1	0	0
ENSG00000228669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228670	0	0	0	1	0	1	0	10	4	0	0	0	0	0
ENSG00000228672	39	766	37	5	14	13	104	1349	123	29	198	126	32	253
ENSG00000228674	0	0	0	0	0	0	7	0	0	0	0	0	4	0
ENSG00000228675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228677	1	2	1	12	4	13	11	0	10	1	1	2	1	0
ENSG00000228679	2	0	0	0	0	2	2	0	0	0	1	0	0	0
ENSG00000228680	0	0	0	2	0	0	5	0	0	0	0	0	0	0
ENSG00000228681	0	1	0	26	20	31	23	37	21	0	0	0	1	3
ENSG00000228682	0	0	4	0	0	0	0	0	17	0	0	3	0	0
ENSG00000228683	0	0	0	0	0	0	0	3	0	0	2	0	0	0
ENSG00000228684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228685	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228686	0	0	0	0	6	6	31	14	0	2	0	0	0	0
ENSG00000228687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228689	0	0	1	0	0	9	1	4	34	0	0	4	3	0
ENSG00000228691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228692	2	2	0	1	1	3	22	23	7	4	3	0	1	3
ENSG00000228694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228695	0	32	0	2	0	1	12	2	15	0	43	1	0	3
ENSG00000228696	34	17	22	26	36	57	349	240	362	122	22	41	16	11
ENSG00000228697	0	0	0	0	0	0	2	0	12	0	0	0	1	0
ENSG00000228698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228700	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228701	4	6	2	4	7	5	19	13	73	39	14	8	2	2
ENSG00000228702	6	1	2	6	2	5	5	1	5	1	0	0	0	0
ENSG00000228703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228704	1	1	0	0	0	2	1	1	0	0	0	0	0	0
ENSG00000228705	1	0	22	0	0	6	1	0	53	0	0	18	0	0
ENSG00000228706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228707	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228709	1	0	0	0	6	0	3	0	2	1	2	0	0	0
ENSG00000228711	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000228712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228713	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228714	0	0	0	3	0	2	0	0	0	0	0	0	0	0
ENSG00000228716	234	69	299	120	69	168	1941	426	1561	1746	172	609	138	35
ENSG00000228717	0	0	0	2	6	4	0	0	0	0	0	0	0	0
ENSG00000228718	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228719	1	0	0	2	0	0	2	0	0	0	2	2	0	0
ENSG00000228721	1	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSG00000228723	1	0	3	2	0	0	0	0	0	0	0	0	0	1
ENSG00000228725	1	2	0	2	2	0	14	17	18	0	0	0	1	1
ENSG00000228727	4	1	26	6	4	27	19	0	63	4	1	3	0	1
ENSG00000228728	0	0	1	2	0	2	5	0	0	0	0	0	0	0
ENSG00000228729	0	2	1	0	3	6	4	15	24	0	0	1	0	1
ENSG00000228730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228732	1	0	0	1	0	0	1	0	0	11	0	0	1	0
ENSG00000228733	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228734	0	0	0	0	1	1	1	0	0	0	0	0	0	0
ENSG00000228735	1	0	0	0	0	0	75	0	0	1	0	0	1	0
ENSG00000228736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228737	0	0	2	0	0	7	3	5	13	2	0	0	1	0
ENSG00000228738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228739	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228741	1	0	1	2	0	1	24	5	11	22	3	8	2	0
ENSG00000228742	0	0	0	0	6	3	9	10	6	0	0	0	1	2
ENSG00000228744	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000228745	0	0	0	0	0	0	0	0	1	2	0	1	0	0
ENSG00000228748	9	1	2	0	2	1	79	0	26	48	2	3	0	0
ENSG00000228750	0	0	0	6	13	12	45	27	69	0	0	0	3	2
ENSG00000228751	0	0	0	0	1	0	1	0	9	1	0	0	0	0
ENSG00000228753	0	0	0	8	6	4	9	14	1	0	0	0	2	3
ENSG00000228754	0	0	0	0	0	0	0	0	3	0	0	0	0	2
ENSG00000228755	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000228757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228759	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000228760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228763	0	0	0	0	0	1	15	22	10	4	4	2	0	1
ENSG00000228764	1	0	0	1	0	0	0	7	0	0	0	0	0	0
ENSG00000228765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228766	1	0	0	2	0	0	4	0	0	3	0	0	0	0
ENSG00000228767	0	0	0	0	2	7	0	0	0	0	0	0	0	2
ENSG00000228768	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000228769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228770	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSG00000228771	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228772	1	0	0	1	0	0	9	0	0	0	0	0	1	0
ENSG00000228775	21	5	24	9	5	13	73	30	166	73	10	10	4	4
ENSG00000228776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228778	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228779	1	2	1	0	4	3	17	5	12	1	1	4	3	0
ENSG00000228780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228781	0	0	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000228782	5	1	9	47	22	68	86	44	93	49	28	23	3	6
ENSG00000228783	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228784	1	8	13	3	14	14	22	42	64	6	24	4	1	1
ENSG00000228785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228786	0	2	0	0	0	0	0	10	0	0	0	0	0	1
ENSG00000228787	0	0	0	1	1	2	0	0	0	0	0	0	1	1
ENSG00000228789	6	1	0	16	5	3	29	0	7	74	1	2	3	2
ENSG00000228790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228791	13	5	17	4	1	3	35	14	11	7	1	9	0	2
ENSG00000228792	0	1	0	0	0	1	0	3	0	0	1	0	1	0
ENSG00000228793	25	0	0	28	0	0	9	1	2	35	0	0	5	0
ENSG00000228794	796	1522	186	465	687	165	2509	6054	1139	508	1913	154	350	659
ENSG00000228797	0	0	0	0	0	0	1	14	0	0	0	1	0	0
ENSG00000228798	5	8	4	1	4	12	32	73	51	56	24	2	3	9
ENSG00000228799	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000228800	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000228801	21	33	52	10	23	18	92	93	168	90	43	64	16	14
ENSG00000228802	0	1	0	0	0	0	4	0	1	0	0	0	0	0
ENSG00000228803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228804	0	0	0	0	0	0	6	2	3	4	0	0	1	0
ENSG00000228806	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228807	0	0	0	1	5	1	0	1	2	0	1	0	0	0
ENSG00000228808	2	3	3	5	3	11	6	6	6	0	0	0	0	0
ENSG00000228809	1	0	0	2	3	6	9	1	0	3	0	0	0	0
ENSG00000228810	0	0	0	5	2	3	27	0	0	0	0	0	0	0
ENSG00000228812	2	14	2	0	1	0	4	36	6	1	1	0	1	30
ENSG00000228813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228814	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228815	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000228816	0	1	0	0	0	0	10	6	6	0	0	0	0	0
ENSG00000228817	0	1	0	0	15	16	3	14	0	0	0	0	0	0
ENSG00000228818	3	1	0	3	2	1	37	13	8	0	0	0	4	2
ENSG00000228819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228820	0	0	0	0	0	1	0	0	0	0	0	0	2	0
ENSG00000228823	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228824	37	0	1	102	0	4	147	0	21	32	0	0	8	0
ENSG00000228825	0	0	0	3	6	8	0	0	0	2	0	0	0	0
ENSG00000228826	0	0	0	0	0	0	0	0	0	0	21	0	0	0
ENSG00000228827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228828	6	6	3	42	47	67	104	13	18	3	0	1	6	1
ENSG00000228829	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228834	0	1	0	1	0	0	5	14	4	1	0	0	4	3
ENSG00000228835	1	0	4	0	0	4	2	0	17	1	0	5	2	0
ENSG00000228836	0	0	0	0	0	0	1	8	4	0	0	0	0	0
ENSG00000228837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228838	2	0	1	1	0	0	5	2	0	2	0	0	0	0
ENSG00000228839	2	3	1	1	0	1	52	11	13	13	6	2	1	1
ENSG00000228840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228842	0	0	0	26	16	4	40	7	0	0	0	0	0	0
ENSG00000228843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228844	0	0	0	0	0	0	0	0	0	0	0	0	4	5
ENSG00000228845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228847	0	0	1	5	3	7	0	0	0	0	0	0	2	3
ENSG00000228848	0	0	0	0	1	0	2	0	0	1	0	0	1	1
ENSG00000228849	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228851	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228852	9	5	6	10	20	10	14	17	33	15	1	3	0	0
ENSG00000228853	0	0	0	1	0	0	1	0	0	0	0	2	0	0
ENSG00000228854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228857	0	0	2	2	0	1	37	1	0	4	1	2	4	0
ENSG00000228858	0	0	0	0	0	0	0	4	0	1	0	0	0	0
ENSG00000228859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228860	0	0	0	0	0	0	0	0	0	0	0	0	0	0
